gender,degree,stream,ssc_p,hsc_p,cgpa,workex,coding_skills,communication_skills,analytical_skills,domain_knowledge,projects,internships,certifications,placed_status,placed_sector,placed_role,salary_lpa
F,B.Com,Accounting & Finance,58.7,45.13,8.01,No,1.0,5.8,7.6,5.6,0,1,0,Placed,Consulting,Operations Analyst,7.34
M,B.Sc,Physics,61.76,65.42,5.75,No,4.0,7.9,7.5,4.7,1,0,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,81.91,86.64,8.22,No,2.4,8.3,8.2,6.3,0,0,1,Placed,Consulting,Operations Analyst,10.52
M,BCA,Computer Applications,68.53,65.24,8.25,No,6.2,5.3,6.1,7.5,3,1,0,Placed,Tech,Software Engineer,11.51
M,B.Tech,Mechanical,47.8,65.09,5.51,No,1.0,5.5,4.9,9.0,0,0,2,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,56.0,67.17,9.36,No,2.1,7.6,7.2,7.9,1,0,2,Placed,Core Engineering,Graduate Engineer Trainee,5.85
M,B.Tech,Information Technology,67.51,58.79,8.12,No,8.9,6.7,7.3,5.8,2,0,1,Placed,Tech,Software Engineer,14.41
F,MBA,Marketing,58.37,52.95,8.4,Yes,1.0,5.5,6.0,8.4,0,1,0,Placed,Finance,Risk Associate,6.93
M,B.Sc,Computer Science,65.87,80.53,6.59,No,7.9,6.0,7.6,3.7,1,1,0,Placed,Tech,Software Engineer,12.37
F,MCA,Computer Applications,70.32,51.57,8.25,No,7.4,6.4,3.7,6.2,2,0,2,Placed,Tech,Data Analyst,12.37
F,BCA,Computer Applications,84.62,72.47,8.85,No,7.4,4.2,5.4,9.2,2,0,2,Placed,Tech,QA Engineer,12.94
M,MBA,Marketing,67.1,78.87,7.38,No,2.3,7.6,6.2,9.5,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,80.73,55.49,9.9,No,7.4,5.8,4.7,5.6,2,2,1,Placed,Tech,Web Developer,15.94
F,B.Sc,Biotech,84.29,60.76,7.55,No,3.2,2.3,3.9,4.7,1,1,2,Placed,Tech,Software Engineer,6.39
F,BCA,Computer Applications,84.34,82.13,8.87,No,8.7,6.5,6.0,7.4,2,2,3,Placed,Tech,Data Analyst,16.93
F,B.Sc,Mathematics,72.85,75.33,7.85,No,3.4,5.4,7.5,8.3,1,1,1,Placed,Finance,Financial Analyst,8.45
M,B.Tech,Civil,50.37,63.83,8.2,No,3.9,9.0,8.4,8.1,0,1,1,Placed,Core Engineering,Graduate Engineer Trainee,5.45
F,BBA,Marketing,74.61,82.02,5.49,No,4.6,5.6,5.7,8.4,0,0,2,Not Placed,Not Placed,None,
M,MBA,Human Resources,80.48,82.07,7.95,No,5.0,4.9,7.6,7.6,1,1,0,Placed,Finance,Financial Analyst,7.32
F,B.Sc,Computer Science,69.19,72.69,6.62,No,7.4,7.3,7.5,8.7,2,1,0,Placed,Tech,Software Engineer,11.67
F,B.Com,Accounting & Finance,87.45,61.0,6.48,No,4.1,5.5,8.9,7.5,2,1,1,Not Placed,Not Placed,None,
M,MBA,Operations,78.6,65.87,9.59,No,1.0,5.3,6.0,7.6,0,0,1,Placed,Finance,Risk Associate,6.57
M,B.Com,Accounting & Finance,75.68,72.86,7.24,No,3.3,7.3,8.7,7.1,1,0,1,Placed,Finance,Investment Banking Analyst,9.82
M,B.Tech,Civil,80.86,68.11,6.3,Yes,1.0,4.9,6.6,6.9,1,0,1,Placed,Core Engineering,Graduate Engineer Trainee,4.99
M,B.Sc,Mathematics,73.33,79.39,7.07,Yes,1.7,4.3,5.0,8.4,1,1,1,Placed,Finance,Financial Analyst,6.88
F,B.Sc,Computer Science,45.07,54.7,5.94,No,4.7,9.1,5.4,7.0,0,0,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,65.01,55.06,9.22,No,9.7,7.4,6.0,4.6,2,0,3,Placed,Tech,Software Engineer,16.76
M,B.Com,Accounting & Finance,81.97,71.81,6.67,Yes,2.4,6.1,6.7,5.5,2,0,1,Placed,Consulting,Business Analyst,8.63
M,MBA,Finance,61.92,65.08,8.14,No,2.5,6.5,9.2,8.8,1,2,1,Placed,Finance,Financial Analyst,10.49
F,MBA,Marketing,67.77,63.73,9.13,No,5.7,7.3,7.6,5.6,0,0,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,59.55,52.32,6.9,No,7.1,8.0,5.9,6.7,3,0,0,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,87.84,70.2,8.14,No,8.6,5.4,7.1,5.7,3,1,1,Placed,Tech,Cloud Associate,15.01
M,MBA,Operations,86.81,69.47,6.26,No,4.0,7.0,6.5,6.9,0,1,1,Placed,Finance,Investment Banking Analyst,7.23
F,BBA,Human Resources,61.16,76.53,10.0,No,3.6,5.7,7.9,7.4,1,0,0,Placed,Consulting,Operations Analyst,7.64
F,B.Tech,Electronics,71.47,70.69,8.62,No,4.9,6.2,6.2,8.4,3,0,1,Placed,Core Engineering,Graduate Engineer Trainee,7.22
M,MBA,Marketing,63.2,68.67,7.27,No,2.9,6.7,6.4,6.1,1,1,1,Not Placed,Not Placed,None,
M,BBA,Marketing,76.15,81.77,6.57,Yes,4.6,6.5,5.9,6.6,1,0,2,Placed,Consulting,Operations Analyst,8.23
M,BCA,Computer Applications,75.1,56.88,7.36,No,6.4,7.6,6.3,5.7,2,1,2,Placed,Consulting,Business Analyst,7.86
M,B.Sc,Mathematics,78.12,75.36,7.09,No,2.3,7.2,5.3,6.3,0,0,1,Placed,Consulting,Business Analyst,6.56
M,MCA,Computer Applications,73.32,53.29,9.84,Yes,7.1,4.2,5.2,6.6,2,1,1,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,99.0,61.62,6.03,No,5.1,4.5,7.7,9.2,0,0,0,Not Placed,Not Placed,None,
M,B.Tech,Electronics,59.72,57.87,7.66,No,5.4,5.9,4.9,8.2,2,0,1,Placed,Core Engineering,Design Engineer,6.6
F,BBA,Finance,52.89,77.82,7.48,No,1.1,9.2,8.6,8.8,1,0,0,Placed,Finance,Financial Analyst,8.46
M,B.Tech,Computer Science,66.07,69.35,7.36,No,10.0,5.2,8.0,4.4,2,1,1,Placed,Tech,Data Analyst,16.36
F,B.Tech,Electronics,54.32,69.86,7.37,Yes,6.4,6.2,6.0,4.0,3,0,0,Placed,Consulting,Strategy Consultant,7.96
F,MCA,Computer Applications,55.08,58.93,7.36,No,7.3,5.7,7.7,6.9,2,0,0,Placed,Tech,Software Engineer,11.27
M,BCA,Computer Applications,59.99,67.0,8.55,No,8.0,5.7,5.6,7.8,1,0,1,Placed,Tech,Software Engineer,13.54
M,MBA,Operations,60.78,62.37,8.23,No,3.1,6.8,4.9,7.7,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,60.45,73.83,8.0,Yes,1.1,8.6,4.1,7.7,1,2,0,Placed,Core Engineering,Graduate Engineer Trainee,5.63
M,B.Tech,Information Technology,75.18,60.09,4.0,No,6.8,7.2,8.5,4.9,2,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,64.94,83.3,7.86,No,2.5,5.3,7.6,6.1,2,2,0,Placed,Consulting,Business Analyst,6.94
M,BCA,Computer Applications,68.2,53.24,5.51,No,9.0,10.0,7.6,5.5,2,2,2,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,78.94,61.93,8.28,No,7.9,6.6,5.0,5.4,2,1,0,Placed,Tech,Data Analyst,14.06
M,BCA,Computer Applications,62.34,86.77,9.27,Yes,5.8,5.6,8.5,7.3,4,1,1,Placed,Consulting,Business Analyst,9.91
F,B.Tech,Computer Science,67.35,65.65,6.39,No,6.8,8.6,9.8,5.9,3,1,2,Placed,Consulting,Business Analyst,12.43
M,B.Tech,Computer Science,73.66,56.85,7.19,No,8.7,5.8,4.0,4.2,2,1,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,50.58,72.19,6.78,No,6.1,9.0,4.9,7.8,2,2,0,Placed,Consulting,Business Analyst,7.99
M,MCA,Computer Applications,46.15,65.25,8.98,No,5.9,5.2,7.7,3.9,1,0,1,Placed,Tech,QA Engineer,10.87
F,MBA,Business Analytics,73.46,61.64,7.61,No,2.6,8.6,8.5,4.8,2,0,0,Placed,Consulting,Business Analyst,11.11
M,MCA,Computer Applications,74.92,59.04,9.57,No,7.2,6.8,7.7,4.1,2,1,2,Placed,Tech,Software Engineer,14.42
F,B.Sc,Mathematics,90.64,97.68,8.0,No,4.1,8.4,5.6,6.8,1,0,0,Placed,Consulting,Business Analyst,8.08
F,B.Sc,Physics,71.58,67.48,7.79,No,3.8,9.4,9.5,6.8,0,1,0,Placed,Consulting,Business Analyst,12.83
M,B.Tech,Mechanical,78.2,50.74,7.58,No,6.8,4.8,6.7,6.7,1,0,1,Placed,Core Engineering,Graduate Engineer Trainee,4.86
M,B.Com,Accounting & Finance,68.05,84.94,8.48,No,2.3,8.4,9.6,9.1,1,0,2,Placed,Finance,Financial Analyst,12.14
M,B.Tech,Information Technology,72.97,76.11,5.41,No,7.0,4.4,6.1,8.7,1,1,1,Not Placed,Not Placed,None,
M,MBA,Marketing,86.67,62.34,7.6,No,1.0,4.9,4.7,7.9,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,48.76,60.67,7.42,Yes,7.6,5.3,8.9,5.0,3,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,74.14,76.73,8.37,No,8.0,7.3,5.5,6.7,3,1,3,Placed,Tech,Software Engineer,14.35
M,B.Tech,Computer Science,91.36,67.53,7.27,No,7.0,6.5,7.2,7.4,1,1,1,Placed,Tech,Data Analyst,11.75
F,MBA,Marketing,72.82,50.74,6.25,No,4.4,6.2,5.8,8.0,2,0,0,Placed,Finance,Risk Associate,5.15
M,BCA,Computer Applications,86.51,87.87,7.51,No,9.2,6.7,5.6,5.8,2,2,0,Placed,Tech,Web Developer,16.3
M,B.Sc,Computer Science,63.71,65.66,6.2,No,4.3,7.4,3.6,7.2,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,69.68,84.96,5.19,No,9.0,7.5,7.4,5.1,2,0,0,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,70.34,82.78,8.37,Yes,1.9,8.1,8.1,4.7,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Civil,47.82,59.99,8.19,No,1.7,9.2,5.1,7.1,1,0,1,Placed,Consulting,Business Analyst,8.36
F,BBA,Finance,58.32,80.33,8.06,Yes,2.0,6.5,7.6,6.1,0,0,1,Placed,Consulting,Business Analyst,9.87
M,B.Tech,Computer Science,59.03,63.49,9.06,No,7.8,5.7,7.7,4.7,3,0,0,Placed,Tech,Software Engineer,13.83
F,B.Tech,Computer Science,78.22,51.33,6.7,Yes,6.5,7.4,4.0,5.9,2,0,2,Placed,Consulting,Strategy Consultant,8.22
M,B.Tech,Electronics,78.72,65.75,5.78,Yes,4.2,4.8,8.3,7.9,3,0,1,Placed,Core Engineering,Graduate Engineer Trainee,6.78
M,BCA,Computer Applications,73.24,73.98,7.42,No,6.2,5.5,5.1,5.0,4,0,2,Placed,Tech,Web Developer,9.71
M,B.Sc,Biotech,78.24,65.37,7.08,No,3.8,8.0,4.8,5.7,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,68.36,66.93,6.49,No,5.3,6.3,6.9,6.6,1,1,1,Placed,Core Engineering,Site Engineer,4.79
M,B.Com,General Commerce,82.02,81.44,7.4,Yes,2.1,4.7,4.9,7.2,2,1,2,Placed,Finance,Tax Consultant,8.03
M,BCA,Computer Applications,70.09,71.06,6.77,No,5.8,4.3,5.4,5.8,4,1,2,Placed,Tech,Software Engineer,9.5
M,BCA,Computer Applications,70.58,61.57,5.3,No,6.4,6.6,7.0,7.7,1,0,3,Placed,Consulting,Business Analyst,7.6
M,MCA,Computer Applications,67.34,77.02,6.97,No,8.1,8.2,2.9,7.4,3,2,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,76.84,71.98,6.14,No,7.4,8.2,9.0,8.2,2,0,3,Placed,Consulting,Business Analyst,11.16
M,B.Sc,Physics,65.79,45.0,7.78,No,4.1,6.7,6.6,6.4,0,0,0,Placed,Consulting,Business Analyst,7.23
F,B.Tech,Computer Science,79.76,74.28,6.71,No,8.2,9.5,4.6,5.7,2,1,3,Placed,Consulting,Operations Analyst,8.51
M,B.Tech,Computer Science,58.68,73.92,8.83,No,7.1,6.3,5.0,5.5,2,2,1,Placed,Tech,Software Engineer,14.49
F,BBA,Marketing,59.01,70.2,9.42,No,4.3,6.3,8.0,8.7,0,0,0,Not Placed,Not Placed,None,
M,MBA,Human Resources,76.87,78.92,8.32,No,3.3,2.6,7.4,6.2,2,0,1,Placed,Finance,Financial Analyst,8.28
M,MCA,Computer Applications,69.11,63.28,5.64,No,7.9,5.8,8.6,5.6,3,0,1,Placed,Tech,Data Analyst,10.87
M,B.Tech,Information Technology,65.46,73.36,9.31,No,7.5,7.8,5.5,5.8,2,1,1,Placed,Tech,Software Engineer,14.57
F,B.Sc,Computer Science,78.9,54.33,9.39,No,7.2,8.8,6.9,5.5,1,0,0,Placed,Consulting,Operations Analyst,9.79
F,MCA,Computer Applications,63.93,74.07,7.52,No,7.4,5.3,7.1,6.8,2,0,1,Placed,Tech,QA Engineer,11.69
M,B.Tech,Mechanical,68.0,89.53,9.09,No,4.5,7.2,7.5,6.9,0,1,1,Placed,Core Engineering,Graduate Engineer Trainee,4.52
M,B.Tech,Electronics,83.99,60.05,6.84,No,3.5,8.1,8.2,7.0,2,1,0,Placed,Consulting,Business Analyst,10.26
F,B.Com,General Commerce,85.39,62.4,5.26,No,3.6,6.5,5.4,9.0,2,1,0,Placed,Finance,Financial Analyst,4.71
F,B.Com,Accounting & Finance,85.72,62.9,6.59,No,5.5,3.1,7.6,8.1,0,0,2,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,67.18,71.3,9.58,No,7.7,6.9,5.6,9.4,2,0,1,Placed,Tech,Software Engineer,14.19
M,B.Tech,Electronics,82.31,59.37,5.71,No,4.9,7.6,6.4,6.5,3,1,0,Placed,Core Engineering,Design Engineer,5.72
M,B.Tech,Computer Science,60.51,74.21,7.5,No,7.1,5.1,7.5,4.2,3,0,0,Placed,Tech,Software Engineer,11.15
F,B.Com,Accounting & Finance,60.93,78.47,7.54,No,4.1,6.1,8.1,5.3,0,0,2,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,46.5,75.34,6.88,No,7.9,4.8,8.2,6.6,1,1,2,Placed,Tech,Data Analyst,12.8
F,B.Tech,Computer Science,86.73,52.32,6.97,No,8.0,2.6,4.8,7.2,3,1,0,Placed,Tech,Data Analyst,12.99
M,B.Com,Accounting & Finance,61.36,79.95,7.59,Yes,4.3,8.0,7.1,6.6,2,0,0,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,68.73,79.37,6.83,No,4.5,6.5,8.4,8.7,0,0,1,Placed,Core Engineering,Graduate Engineer Trainee,5.95
M,B.Com,Accounting & Finance,60.9,78.3,5.79,Yes,1.0,8.9,8.2,5.8,0,2,2,Placed,Consulting,Strategy Consultant,12.92
F,B.Tech,Information Technology,76.95,73.73,7.76,No,7.6,7.8,7.0,5.5,4,1,1,Placed,Tech,Software Engineer,13.09
F,B.Tech,Computer Science,66.24,72.2,8.79,No,5.0,6.0,4.7,5.7,3,0,3,Placed,Consulting,Operations Analyst,4.97
M,B.Tech,Electronics,56.95,80.32,8.54,No,2.8,6.4,4.9,4.8,3,1,1,Placed,Consulting,Operations Analyst,5.38
F,B.Com,Accounting & Finance,74.42,89.24,6.53,Yes,3.3,7.3,8.2,9.4,1,1,0,Not Placed,Not Placed,None,
M,BBA,General Management,55.66,60.47,6.0,No,2.5,8.0,5.6,8.4,2,1,1,Placed,Consulting,Business Analyst,7.57
M,BBA,General Management,61.63,80.78,7.16,No,3.4,7.0,5.8,9.6,0,1,1,Placed,Marketing & HR,Sales Associate,8.0
M,MCA,Computer Applications,48.93,69.14,9.38,Yes,6.9,8.2,7.9,7.6,2,1,3,Placed,Consulting,Business Analyst,11.9
M,B.Com,General Commerce,55.76,68.7,8.27,No,3.6,6.1,4.9,6.8,2,1,0,Not Placed,Not Placed,None,
M,B.Tech,Civil,71.79,54.63,8.34,No,3.5,5.0,6.9,8.0,0,0,2,Placed,Core Engineering,Graduate Engineer Trainee,5.39
F,B.Tech,Mechanical,50.35,67.15,8.57,No,1.0,6.4,6.6,6.9,2,0,1,Placed,Core Engineering,Site Engineer,5.54
M,BBA,General Management,55.19,60.03,8.0,No,1.9,6.8,6.5,8.1,0,0,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,69.98,65.36,7.64,No,6.9,4.7,5.7,6.7,4,0,0,Placed,Tech,Software Engineer,11.03
M,B.Tech,Information Technology,64.56,59.02,8.29,No,6.8,4.5,5.6,5.9,2,0,3,Placed,Tech,QA Engineer,11.48
F,B.Tech,Computer Science,89.92,65.51,6.84,Yes,8.2,7.2,4.9,6.2,3,0,0,Placed,Tech,Web Developer,12.09
M,B.Tech,Computer Science,88.34,65.94,5.8,Yes,6.8,5.9,7.2,6.6,2,2,1,Placed,Tech,Software Engineer,11.14
M,B.Tech,Civil,61.32,70.97,8.37,No,1.5,6.3,5.5,6.7,0,0,0,Not Placed,Not Placed,None,
M,B.Sc,Computer Science,75.57,53.85,8.99,No,5.4,6.0,8.0,7.1,1,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,77.49,55.54,6.16,Yes,7.0,8.8,6.2,6.3,3,1,1,Not Placed,Not Placed,None,
F,BBA,General Management,64.03,73.62,8.49,No,2.9,8.4,4.9,9.5,1,2,1,Not Placed,Not Placed,None,
M,BBA,General Management,55.04,62.03,9.52,No,3.2,4.6,6.1,7.0,1,0,0,Not Placed,Not Placed,None,
F,B.Tech,Civil,69.88,80.75,7.5,No,1.7,5.7,5.9,7.2,1,0,1,Placed,Core Engineering,Design Engineer,5.23
M,B.Tech,Computer Science,68.27,72.25,6.52,No,8.4,7.8,8.0,4.2,2,2,1,Placed,Tech,Cloud Associate,14.11
M,MCA,Computer Applications,65.64,76.07,7.65,No,7.3,7.4,5.9,4.9,3,1,1,Placed,Tech,Cloud Associate,12.52
M,B.Sc,Mathematics,74.42,84.11,6.84,Yes,1.7,6.4,6.1,8.2,1,1,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,62.49,66.9,6.76,No,9.0,4.8,8.6,6.4,2,0,3,Placed,Tech,Software Engineer,13.33
F,B.Sc,Computer Science,58.48,64.26,8.02,No,5.3,5.5,7.3,5.9,0,0,0,Placed,Consulting,Business Analyst,6.74
M,MCA,Computer Applications,71.09,78.72,5.58,No,9.5,5.7,9.0,6.1,1,0,1,Not Placed,Not Placed,None,
M,B.Sc,Physics,73.86,75.1,5.77,No,1.1,6.9,8.4,6.1,1,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,58.23,68.13,7.52,No,5.6,9.1,5.2,7.3,3,0,0,Placed,Consulting,Business Analyst,8.22
F,B.Tech,Computer Science,79.28,83.91,7.47,Yes,7.9,5.5,8.0,4.8,3,0,1,Not Placed,Not Placed,None,
F,MBA,Human Resources,52.3,67.88,7.91,Yes,3.1,5.0,8.8,4.7,0,2,0,Placed,Consulting,Operations Analyst,9.59
M,B.Com,Accounting & Finance,64.22,70.33,9.75,No,4.3,6.3,9.0,7.5,1,0,1,Placed,Consulting,Operations Analyst,9.37
M,B.Tech,Computer Science,67.42,70.21,7.63,No,7.5,8.0,8.0,7.1,1,2,1,Placed,Consulting,Strategy Consultant,10.03
M,BBA,Human Resources,63.64,60.65,8.22,No,2.1,4.3,8.0,9.1,1,1,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,64.35,70.78,6.33,No,5.3,8.7,6.0,7.3,2,1,0,Not Placed,Not Placed,None,
M,BBA,Human Resources,88.71,83.97,8.42,No,3.2,6.2,5.2,7.2,1,1,0,Placed,Consulting,Business Analyst,5.49
F,B.Com,Accounting & Finance,61.49,74.45,6.87,Yes,3.9,5.4,7.0,5.8,0,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,94.41,70.31,7.59,No,7.6,4.1,4.0,10.0,2,0,1,Placed,Tech,Software Engineer,11.95
F,B.Tech,Information Technology,74.37,68.38,7.37,No,7.0,7.6,8.5,6.0,4,2,2,Placed,Consulting,Business Analyst,10.07
F,B.Tech,Information Technology,70.92,73.31,8.74,No,6.8,6.2,6.1,6.2,1,1,1,Placed,Tech,Software Engineer,12.98
F,BCA,Computer Applications,74.76,77.5,5.93,No,8.2,6.8,8.4,7.5,3,0,1,Placed,Tech,Software Engineer,11.32
F,B.Sc,Biotech,95.3,76.09,4.76,No,1.9,5.1,4.7,8.9,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,60.06,66.68,7.24,No,9.9,6.0,8.1,5.7,2,1,0,Placed,Tech,QA Engineer,16.13
M,B.Tech,Information Technology,58.8,73.25,8.06,No,5.5,5.8,5.8,5.0,2,0,0,Placed,Consulting,Operations Analyst,5.53
M,BBA,General Management,62.45,74.8,7.68,No,3.1,6.3,4.6,7.8,1,0,2,Not Placed,Not Placed,None,
M,MBA,Operations,70.32,59.93,8.98,No,3.8,5.5,8.9,6.7,0,1,1,Placed,Finance,Tax Consultant,10.13
F,BCA,Computer Applications,52.74,71.68,8.02,No,8.0,4.2,8.2,4.9,2,0,2,Placed,Tech,Web Developer,13.04
M,B.Tech,Electronics,70.22,48.39,6.82,No,6.3,10.0,6.8,6.5,2,1,1,Placed,Consulting,Business Analyst,10.82
F,B.Tech,Computer Science,86.94,74.83,4.71,No,9.8,4.5,6.6,5.0,2,1,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,71.51,76.6,7.22,No,9.6,6.8,7.2,4.3,3,1,1,Placed,Tech,Software Engineer,15.6
M,MBA,Human Resources,67.07,77.48,8.73,No,2.1,3.8,6.8,8.5,1,0,2,Placed,Finance,Investment Banking Analyst,8.75
M,B.Tech,Civil,63.82,66.05,7.03,No,1.0,3.5,5.3,6.4,1,2,1,Placed,Core Engineering,Graduate Engineer Trainee,4.65
M,B.Sc,Biotech,78.99,73.09,7.53,No,1.0,6.6,5.9,5.5,0,1,2,Placed,Consulting,Business Analyst,6.53
M,B.Tech,Computer Science,61.74,84.24,8.01,No,7.7,6.8,9.4,9.5,3,0,1,Placed,Tech,QA Engineer,12.56
M,B.Sc,Mathematics,88.46,84.14,6.28,No,1.4,8.4,10.0,7.1,2,2,1,Placed,Consulting,Strategy Consultant,12.39
M,B.Com,Accounting & Finance,89.33,69.71,8.25,Yes,1.5,7.1,8.0,7.5,0,1,1,Not Placed,Not Placed,None,
F,BBA,General Management,72.57,71.39,9.46,No,2.3,6.3,7.2,7.3,1,1,2,Not Placed,Not Placed,None,
F,B.Tech,Civil,69.88,81.11,7.29,No,4.7,5.1,6.0,8.8,0,0,1,Placed,Core Engineering,Graduate Engineer Trainee,6.02
M,B.Tech,Information Technology,80.31,54.99,6.15,No,6.7,8.7,5.3,5.8,1,1,0,Placed,Consulting,Business Analyst,8.05
M,B.Tech,Mechanical,80.95,66.77,7.42,No,4.7,7.9,5.4,7.5,0,0,0,Not Placed,Not Placed,None,
M,MBA,Operations,61.94,83.36,4.83,No,1.8,4.6,5.7,7.9,0,0,1,Not Placed,Not Placed,None,
F,BBA,Finance,64.73,79.75,7.9,Yes,2.0,6.6,8.2,8.0,0,0,0,Not Placed,Not Placed,None,
F,B.Sc,Computer Science,56.78,73.69,8.04,No,8.6,6.7,9.2,6.7,2,0,2,Placed,Tech,Web Developer,13.97
M,B.Sc,Mathematics,74.09,54.94,9.51,No,2.6,6.0,7.6,5.4,0,0,1,Placed,Consulting,Business Analyst,7.6
M,B.Com,General Commerce,76.67,69.5,7.27,Yes,3.2,7.7,5.1,7.8,2,0,1,Placed,Consulting,Operations Analyst,8.52
F,B.Tech,Electronics,56.5,64.1,7.99,No,4.1,7.7,7.8,6.0,3,0,1,Not Placed,Not Placed,None,
F,MBA,Finance,65.45,73.31,6.47,No,1.0,6.2,6.6,6.0,0,1,0,Not Placed,Not Placed,None,
M,MCA,Computer Applications,56.53,61.91,7.07,No,5.3,6.1,3.3,3.0,4,0,1,Placed,Consulting,Business Analyst,5.08
F,MCA,Computer Applications,61.01,59.74,5.67,No,6.9,8.7,6.9,5.1,2,1,2,Not Placed,Not Placed,None,
M,BCA,Computer Applications,75.51,49.35,7.27,No,8.6,7.9,5.2,9.2,1,0,1,Placed,Tech,Data Analyst,13.17
M,B.Tech,Electronics,62.67,82.22,7.13,No,6.6,6.6,5.3,6.0,1,1,1,Placed,Core Engineering,Graduate Engineer Trainee,4.33
F,B.Tech,Electronics,66.99,66.0,7.86,No,3.7,4.1,6.1,7.7,1,0,0,Placed,Core Engineering,Site Engineer,5.63
F,B.Com,General Commerce,53.73,71.57,6.75,Yes,3.2,7.0,5.8,6.5,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,71.87,69.98,7.6,Yes,9.6,7.5,6.4,5.0,1,1,3,Placed,Tech,Software Engineer,15.99
F,B.Sc,Computer Science,69.56,59.33,7.1,No,5.9,2.4,6.4,4.5,0,1,0,Placed,Tech,Cloud Associate,9.94
M,B.Tech,Information Technology,62.71,57.41,7.1,Yes,7.5,6.9,3.7,6.2,1,1,0,Placed,Tech,Data Analyst,12.31
F,MCA,Computer Applications,68.11,59.95,7.6,No,6.1,5.9,8.8,10.0,3,1,1,Placed,Tech,Data Analyst,10.75
M,B.Tech,Computer Science,71.8,62.77,7.55,No,6.9,6.2,5.0,7.2,1,1,0,Placed,Tech,QA Engineer,11.85
F,MCA,Computer Applications,61.85,73.67,8.41,No,6.1,5.1,5.1,9.0,3,0,1,Not Placed,Not Placed,None,
F,B.Com,Accounting & Finance,55.24,62.04,7.36,No,1.0,6.3,7.8,8.7,1,0,2,Placed,Finance,Financial Analyst,10.0
M,B.Tech,Electronics,88.06,87.46,7.08,No,8.1,8.6,6.3,8.5,3,1,1,Placed,Core Engineering,Graduate Engineer Trainee,7.34
F,B.Sc,Biotech,63.67,80.27,7.28,No,3.2,5.8,8.7,9.6,0,0,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,69.03,78.08,6.64,No,6.6,7.9,6.9,6.3,3,1,1,Placed,Consulting,Business Analyst,8.85
F,B.Com,Accounting & Finance,80.11,68.8,7.07,No,2.9,5.3,7.3,7.1,1,0,1,Not Placed,Not Placed,None,
M,MBA,Operations,99.0,85.14,9.94,Yes,2.6,7.6,6.9,6.7,1,0,0,Not Placed,Not Placed,None,
F,B.Com,General Commerce,57.56,67.82,6.4,No,2.9,6.5,6.8,6.7,0,0,1,Placed,Finance,Financial Analyst,7.62
F,B.Tech,Electronics,74.5,69.69,7.17,No,6.4,7.0,7.0,6.6,1,1,2,Placed,Core Engineering,Graduate Engineer Trainee,4.8
M,B.Tech,Mechanical,62.92,71.7,7.04,No,2.5,6.5,3.6,6.4,0,0,1,Placed,Core Engineering,Site Engineer,4.12
F,B.Tech,Mechanical,64.61,77.02,7.2,No,2.9,7.5,6.1,7.8,2,0,0,Placed,Core Engineering,Graduate Engineer Trainee,6.26
M,B.Sc,Biotech,62.8,76.37,7.1,No,1.6,2.6,8.2,6.6,0,1,0,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,58.74,65.25,7.84,No,9.2,4.4,10.0,3.8,2,0,2,Placed,Tech,QA Engineer,14.69
M,BCA,Computer Applications,69.59,64.67,5.45,No,7.9,7.1,4.7,5.9,1,1,1,Not Placed,Not Placed,None,
M,B.Sc,Mathematics,55.25,76.4,8.74,Yes,1.0,3.4,7.1,7.0,0,0,0,Placed,Finance,Tax Consultant,8.26
